<<<<<<< HEAD
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6477272727272727,0.45962732919254656,0.12406015037593984,0.0009994739610731194,0.2,0.9837136908088795,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2018.0,1.0
1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5031055900621118,0.22180451127819548,0.006680694371383482,0.0,-0.19018031647271863,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2018.0,1.0
2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.011363636363636364,0.19254658385093165,0.14285714285714285,0.0,0.0,-0.29569887892499713,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2018.0,1.0
3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.47204968944099374,0.18421052631578946,0.03061546554445029,0.0,-0.6650138475079719,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2018.0,1.0
4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.022727272727272728,0.06211180124223602,0.14285714285714285,0.0029458179905312992,0.0,-0.6122545662818326,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2018.0,1.0
5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07954545454545454,0.19254658385093165,0.14285714285714285,0.012940557601262493,0.0,-0.374837800764206,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2018.0,1.0
6,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.011363636363636364,0.4658385093167702,0.09774436090225563,0.014466070489216202,0.03076923076923077,-0.717773128734111,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2018.0,1.0
7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03409090909090909,0.5341614906832298,0.2781954887218045,0.032930036822724884,0.03076923076923077,-0.6386342068949022,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2018.0,1.0
8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.011363636363636364,0.6832298136645962,0.14285714285714285,0.0359810625986323,0.0,-0.005522832181231289,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2018.0,1.0
9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06818181818181818,0.2981366459627329,0.12406015037593984,0.015202524986849026,0.03076923076923077,-0.2693192383119275,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2018.0,1.0
10,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06818181818181818,0.18633540372670807,0.17669172932330826,0.02088374539715939,0.0,0.113185550577582,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2018.0,1.0
11,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.48447204968944096,0.12030075187969924,0.0,0.5846153846153846,1.8146723701205727,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018.0,1.0
12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4090909090909091,0.22360248447204967,0.12030075187969924,0.025775907417148868,0.23076923076923078,6.958702289669149,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2018.0,1.0
13,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.19318181818181818,0.19254658385093165,0.12406015037593984,0.003208837453971594,0.0,-0.5067360038295541,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2018.0,1.0
14,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.125,0.6149068322981366,0.14285714285714285,0.0076801683324566015,0.03076923076923077,-0.2429395976988579,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2018.0,1.0
15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2272727272727273,0.2857142857142857,0.2781954887218045,0.009258285113098369,0.0,-0.717773128734111,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018.0,1.0
